Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Benefits and perks,Job Type
Data Science Solution Expert (AI/ML),-1,"Job details
Job Type
Full-time
Full Job Description
Company Description

Bosch Global Software Technologies Private Limited is a 100% owned subsidiary of Robert Bosch GmbH, one of the world's leading global supplier of technology and services, offering end-to-end Engineering, IT and Business Solutions. With over 22,700 associates, it’s the largest software development center of Bosch, outside Germany, indicating that it is the Technology Powerhouse of Bosch in India with a global footprint and presence in the US, Europe and the Asia Pacific region.

Job Description

Job Description
Job Description
Good knowledge of advanced statistical methods (automotive or manufacturing domain will be an added advantage). Mine and analyze data, applying statistical methods as necessary, pertaining to customers’ discovery and viewing experiences to identify critical product insights.
Experience in creating statistical models and/or optimization frameworks for improving processes/products/profits
Proactively develop new metrics and studies to quantify the value of different aspects of product.
Translate analytic insights into concrete, actionable recommendations for business or product improvement.
Partner closely with product and engineering leaders throughout the lifecycle of project. Ensure that necessary data is captured; analytic needs are well-defined up front and coordinate the analytic needs.
Drive efforts to enable product and engineering leaders to share your knowledge and insights through clear and concise communication, education, and data visualization.
Should have independently handled a project technically and provided directions to the other Team Members.
Experience in turning ideas into actionable designs.
Able to persuade stakeholders and champion effective techniques through development.
Ongoing technical authority role with our larger customers.
Strong interpersonal and communication skills: ability to tell a clear, concise, actionable story with data, to folks across various levels of the company.
Able to lead the project independently.
Technical directions to junior in team, like to sort the respective task for responsible team members
Should be able to interact with different stakeholders and should be able to identify key business problems for which AI/ML solutions will be a value add
Should have the ability to explain solution outcome to different stakeholders who does not belong to AI/ML domain
Should have practical experience in deploying, productionizing, and scaling AI/ML solutions for real industrial use cases
Should be a team player and expected to lend support to critical topics quickly
Should be communicative and be vocal about the problem statements/PoCs worked in public domain (social media, publications, white paper, blog etc.)
Prior work experience on AI/ML solutioning in mobility domain and innovation centric outlook (creating IPs etc.) will be a nice value addition to the role
Should be an avid learner and should be willing to explore next gen technologies beyond data science e.g. Blockchain, Automation, quantum computing etc.

.
Technical Skills
Expertise in following scripting languages;
Python, R, Tensorflow, Keras, Pytorch ,
OpenNLP, WordNet, NLTK, OpenCV
Tech savy and willing to work with open-Source Tools
Applying statistical and machine learning techniques, such as, mean-variance, k-means, nearest-neighbor, support vector, Bayesian time-series and network analysis to identify outliers, classify events or actors, and correlate anomalous sequences of events.
Proven track record and experience with statistical modeling/data mining algorithms such as
Multivariate Regression, Logistic Regression, clustering algorithms, Support Vector Machines, Decision Trees etc
Machine learning, deep learning, graph mining.
DOE, Forecasting, Segmentation, Uncertainty Analysis etc.
Data Mining i.e. Text Mining, Classification Methods – SVM, NN, etc
Vector Space model for Unstructured Text to Sentiment Analysis, Association Mining, Semantic Analysis
Preparation of customer proposals for AI-ML and cognitive automation topics
Design conceptual and logical data models and flowcharts
Analyze structural requirements for new software and applications
Architecting design solutions for AI-ML and cognitive automation
Proven analytical skills and Problem-solving attitude
Customer interface and Support during Project acquisitions
Responsible to setup COE and contribution to innovations relevant to future product and platform designs
Team mentoring and Upskilling of Junior associates
Know how of Big data Engineering and ML Ops would be preferred
Minimum of 8 to 10yrs of experience in Datascience analytics projects
Should have led digital transformation projects for clients
Should have hands on experience in building products and platforms in Datascience

Qualifications

M.Tech, BE and MCA
Hiring Insights
Job activity
Posted 15 days ago",4.0,Bosch Group,"Bengaluru, Karnataka",[],['Full-time']
Data Controller – Taxroll Processing,-1,"Responsibilities:
Acquiring data from primary and secondary data sources and maintain the data systems.
Undertake pre-processing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns.
Validate various data pulls for accuracy and completeness.
Analyze various data sources to discover incorrect patterns and fix the bad data.
Provide technical guidance to the team on taxroll processes.
Developing and implementing data analyses, data collection systems and other strategies that optimize efficiency and quality.
Should be able to monitor the performance and the quality control plans to identify improvements.
Filter and “clean” data & apply indicators to locate and correct the problems.
Locate and define new process improvement opportunities.
Collaborate with product development teams.
Should be flexible to make calls to data providers / Govt office in USA to obtain required data.
Work with management to prioritize business and information needs.

Requirements:
Proven working experience as a data analyst or business data analyst.
Technical expertise regarding data models & an understanding on the database.
Knowledge of and experience with SQL.
Experience using business intelligence tools will be an added advantage to this role.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Strong Problem-solving aptitude.
Have good interpersonal skills and coordinate efforts towards goals
Excellent communication and presentation skills.
BSc/MSC in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred with 7+ years of work experience in the same job nature.
Hiring Insights
Job activity
Posted 30+ days ago",3.5,Pathfinder Business Analysis,Tamil Nadu,[],N/A
Offline Trainer - Machine Learning,"₹3,50,000 - ₹4,00,000 a year","Job details
Salary
₹3,50,000 - ₹4,00,000 a year
Job Type
Full-time
Fresher
Regular / Permanent
Qualifications
Total work: 1 year (Required)
Full Job Description
Trainer ( Teaching) - Machine Learning
Qualification:
1. Should be Graduate
2. Should be familiar with Python Programming Language
3. Should have good experience with Machine Learning Algorithms
4. Should have good experience in Exploratory Data Analysis
Roles & Responsibilities
1. Should take classes on Python and Machine Learning
2. Should prepare material for course and asses students performance
3. Should be very patient with students
4. Prepare student for Interviews
Job Types: Full-time, Regular / Permanent, Fresher
Salary: ₹350,000.00 - ₹400,000.00 per year
Schedule:
Day shift
Ability to commute/relocate:
Hyderabad - 500016, Telangana: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Required)
Hiring Insights
Hiring 2 candidates for this role
Job activity
Employer reviewed job 3 days ago
Posted 4 days ago",-1,Edzeq Technologies private limited,"Hyderabad, Telangana",[],"['Full-time', 'Fresher', 'Regular / Permanent']"
Business Analyst - Data Science,-1,"Job details
Job Type
Full-time
Full Job Description
About PayU
PayU, a leading payment and Fintech company in 50+ high-growth markets throughout Asia, Central and Eastern Europe, Latin America, the Middle East and Africa, part of Prosus group, one of the largest technology investors in the world is redefining the way people buy and sell online for our 300.000+ merchants and millions of consumers.

As a leading online payment service provider, we deploy more than 400 payment methods and PCI-certified platforms to process approximately 6 million payments every single day.

Thinking of becoming a PayUneer and you are curious to know more about us? Read more about the life in PayU here

Role: Lead Business Analyst
Company: PayU Payments Pvt Ltd
Location: Mumbai/Gurgaon/Bangalore.
About PayU:
PayU is the fintech and payments arm of Naspers - A global consumer internet group with market value of USD 100 bn and one of the largest technology investors in the world. The Group's businesses serve more than 1.5 billion people in 89 markets, and are the market leaders in 77 of those markets.
Operations of PayU span globally across 18 growth markets in Asia, Central and Eastern Europe, Latin America, the Middle East and Africa where it empowers billions of people and millions of merchants to buy and sell online, extending the reach of financial services.
PayU India is one of the leading payment service providers, operating in one of the fastest growing industry in India, a high growth economy. The company offers more than 70 local payment methods and serves more than 350,000 merchants including leading e-commerce businesses in India. PayU Group including PayU Finance, a non-banking finance company, also enables credit to consumers and small businesses thus extending the reach of financial services.
The Team
Our analytics team develops deep user insights based on hundreds of millions of transactions in India. The role is with the PayU India Payments team, with specific focus on creating digital Insights from PayU Payments data to improve effectiveness of marketing spends of clients. PayU Payments data has emerged as a powerful source of information.
Example use cases are:
1. Identifying HNI users requiring wealth management product for a Banking partner
2. Identifying consumers with passion for travel for holiday lifestyle company
3. Identifying digitally savvy consumers for online banking products
4. Identifying affluent food lovers for dining business
Joining our analytics team offers you the chance to make a difference to wide range of businesses in a rapidly growing market. Deep insights driven customer management and acquisition are critical drivers of growth and profitability of virtually every business today. Therefore, PayU is building out its digital insights capabilities and will continue to do so in the coming years. You will be able to help shape the efforts at PayU towards this objective.
The Opportunity:
Own and execute audience analytics projects by building deep insights driven user personas and best-in-class audience insights platform
Work with client for audience analytics practice from understanding requirements to campaign execution and tracking.
Work closely with PayU internal partners (e.g. Business and Technology teams) to design and implement optimal solutions
Opportunity to work on exceptional projects using cutting edge technology in a big data environment
Requirements to be successful in this role:
A degree in Statistics, Computer Science, Mathematics or other similar quantitative field from a premier institute
Should have 4+ year work experience in analytics
Good experience in deriving insights and/or building machine learning in R/Python and SQL
Should have technical & project execution experience
Excellent stakeholder management skills and demonstrated focus for customer satisfaction
Strong problem-solving skills with the ability to understand and execute complex analysis
Detail oriented with strong organizational skills. Ability to function in a high volume setting with tight deadlines
High-energy individual with a go-getter instinct and positive attitude.
Should be a great teammate who promotes knowledge-sharing
Inspired?
Are you ready to utilize your skills and expertise to build value and enrich communities across the globe? Engage with us to discuss further!

About us:
At PayU, we are a global fintech investor and our vision is to build a world without financial borders where everyone can prosper. We give people in high-growth markets the financial services and products they need to thrive. Our expertise in 18 high-growth markets enables us to extend the reach of financial services. This drives everything we do, from investing in technology entrepreneurs, to offering credit to underserved individuals, to helping merchants buy, sell and operate online. Being part of Prosus, one of the largest technology investors in the world, gives us the presence and expertise to make a real impact. Find out more www.payu.com

Our Commitment To Building A Diverse And Inclusive Workforce
As a global and multi-cultural organization with varied ethnicities thriving across locations, we realize that our responsibility towards fulfilling the D&I commitment is huge. Therefore, we continuously strive to create a diverse, inclusive and safe environment, for all of our people, communities and customers. Our leaders are committed to create an inclusive work culture which enables transparency, flexibility and unbiased attention to each and every PayUneer so they can succeed, irrespective of gender, color or personal faith. An environment where every person feels they belong, that they are listened to, and where they are empowered to speak up. At PayU we have zero tolerance towards any form of prejudice whether a specific race, ethnicity, or of persons with disabilities or the LGBTQ communities.
Hiring Insights
Job activity
Posted 30+ days ago",3.8,PayU,"Bengaluru, Karnataka",[],['Full-time']
Computer Vision & Machine Learning Researcher,-1,"Position Summary
1. Collect, generate, develop and manage database for images/videos efficiently.
2. Design algorithm for image/video recognition and conduct platform-dependent optimization.
3. Develop performance evaluation standard for image/video recognition algorithm and conduct qualitative/quantitative performance analysis.
Role and Responsibilities
1. [Obtaining and managing image/video data] Execute to define image/video data type to be collected, secure tool used to collect and generate data, collect image/video data and efficiently mange massive data.
2. [Designing and implementing image/video recognition algorithm] Implement defining the specification and operational environment for achieving goal, designing algorithm for image/video-based pre-processing, characteristics extraction, recognition and post-processing and implementing by utilizing self-development and open source.
3. [Image/video recognition algorithm performance evaluation] Execute to draw improvement points by defining indicators through image/video recognition performance measurement, securing measurement tool and conducting qualitative/quantitative analysis.
4. [Forming image/video recognition system] Conduct to define, design, establish and operate the system or platform in which image/video recognition algorithm will be implemented on-line/off-line.
5. [Platform-based algorithm optimization] Conduct the optimization of recognition performance and processing speed on platform in which image/video recognition algorithm will be operated.
Skills and Qualifications
Has a wide range of experience, uses professional concepts and company objectives to resolve complex issues in creative and effective ways
Works on complex issues where analyzing situations or data requires an in-depth evaluation of variables. Exercises judgement in selecting methods, techniques and evaluation criteria to obtain results. Determines methods and procedures on new assignments and coordinates other's tasks
May manage a group such as coordinating activities regarding costs, methods and staffing
Typically requires at least 8 years of related experience and a Bachelor's degree; or 6 years and a Master's degree; or a PhD with 3 years
Hiring Insights
Job activity
Posted 30+ days ago",4.0,Samsung Electronics,"Bengaluru, Karnataka",[],N/A
Data Scientist,-1,"Overview:
In this role, you will play a key role in shaping the future of media measurement strategy for PepsiCo, esp. with focus on building an understanding role of media as key Growth Driver thru ROI and related analytics. You will be a trusted advisor to marketing and Insights leaders across key markets for PepsiCo’s portfolio globally - enabling a range of internal and external stakeholders to leverage media mix as competitive advantage, leveraging measurement, insights, as well as process & technology. You will be responsible for providing thought leadership and advice to set a vision for driving PepsiCo media and content effectiveness thru data-driven strategy. You will also play a key role in developing cross-portfolio, cross-markets media investment optimizations capability, driving the vision through a set of focused, tangible and results-oriented activities. You will work with the Marketing and Insights leadership team globally and within AMESA sector to identify best practices in the industry and across all PepsiCo’s brands, providing support to codify and scale best in-class methods that inspire continuous improvement in marketing effectiveness and ROIs.
Responsibilities:
Functional Responsibilities
Build & codify media performance measurement strategies: Collaborate with internal/external stakeholders to create capabilities, tools and processes to drive best in-class efficiency, effectiveness & sufficiency
Develop best-practices among all brands and scale lifting and shifting learnings across countries and categories. Enable global and brand teams to leverage tools, capabilities and processes to further media objectives.
Maintenance of existing marketing mix models
Periodic refresh of existing models across markets and brands
Periodic model validation to check need for rebuild
Guiding business with periodic updates
Building new marketing mix models
Building new marketing mix models for existing or new markets
Building any other form of new measurement asset to answer business questions
Formulate hypotheses, plan and execute statistical models for measurements/ROI analyses, share results with key leaders as well as drive meta-learnings
Ensuring Statistical robustness of the models and model reads
Ensure timely build and refresh of the models so that it can help in timely business decisions
Actively test data science concepts, and technologies that can be scaled across portfolio
Partner with PepsiCo functional teams, agencies and third parties to ensure acquiring, tagging, cataloging and managing all media, Nielsen and internal data periodically in structured format as needed for measurement statistical models
Create reusable modeling assets(codes, techniques, functions) to cut short refresh and model build time
Engage in R&D to try new modeling techniques to ensure faster and better answers to business problems
Qualifications:
6-7 years of hands-on data science, model building
Experience either in boutique analytics consulting or Captive analytics teams
Hands-on modeler/data scientist
Experience in translating business problem into analytics framework and vice versa
Well versed in statistical techniques
Educational Background- BE/B TECH/ MSC Economics or Statistics
Hiring Insights
Job activity
Posted 30+ days ago",3.8,PepsiCo,"Remote in Hyderabad, Telangana",[],N/A
Associate Manager Reporting Factory - Report Production Analyst,-1,"Overview:
The GBS Digital Factory is the digital transformation engine for PepsiCo that sits within the Global Business Services (GBS) organization. It focuses on the re-imagination and digitization of capabilities, processes, services, and reporting for the Enterprise through the design, development, and deployment of digital products and solutions. GBS Digital Factory works with business, sectors, markets, and regions, leveraging a core set of integrated technologies, such as AI, ML, RPA, and Conversational AI.
As a Report Production Analyst, you will be responsible for designing, developing, and delivering key reporting outputs to business users to inform business decisions. You will consult with Product Designers to understand business needs and reporting requirements and work alongside a team in the development of Reporting & Analytics solutions. You will be responsible for extracting, collating, and analyzing data across various sources and systems to generate analytical and visual reports that deliver critical business insights. You will play a key role in identifying methods to simplify reports
Responsibilities:
Consults with Report Production Manager to align on best practices for report generation and socialization
Consults with POD Leads and Product Designers to understand the scope and functionality of existing Reporting & Analytics solutions and any unfulfilled business reporting needs and requirements
Executes the design of GBS Digital Factory reporting / dashboard templates; align with the Report Production Manager on the same
Consults with Developers and Engineers in the Reporting Factory to understand data availability, extraction procedures, and system access requirements
Consults with Data Engineers and Data Enablement teams to map business and data requirements to source systems, data marts, data lakes, or data warehouses
Executes required data extraction, cleansing, querying, and analysis to calculate metrics, generate insights, and uncover trends that will be included in reports as per business reporting requirements
Executes report generation activities for socialization with business stakeholders
Executes periodic testing and verification of the accuracy of data inputs and reporting outputs
Executes creation of relevant documentation and/or training materials for business users to access and utilize reports
Consults with Product Designers to receive feedback; logs requests for enhancements to reports and dashboards
Qualifications:
Degree in Data Science, Data Analytics, Computer Science, or related field preferred
6-7 years overall experience; 2+ years professional hands-on experience designing and developing business reports with advanced data analytics
Experience working with multiple data sources and systems to generate singular reports and extract analytical insights
Experience with data transformation tools (e.g., SQL, Python, R)
Experience with data visualization and dashboard development (e.g., Power BI, Tableau)
Knowledge of relational databases, data systems, data lakes and data warehouses
Exposure to organization wide digital transformations preferred
Ability to work in a fast paced, agile environment with large cross-functional teams
Ability to work independently and manage multiple priorities at the same time
Strong attention to detail
Exceptional quantitative and analytics skills
Excellent interpersonal and communication skills, both written and verbal
Hiring Insights
Job activity
Posted 30+ days ago",3.8,PepsiCo,"Remote in Hyderabad, Telangana",[],N/A
Machine Learning Intern,"₹1,000 a month","Job details
Salary
₹1,000 a month
Job Type
Part-time
Qualifications
Bachelor's (Preferred)
Full Job Description
Selected intern's day-to-day responsibilities include:
1. Working on data science projects and analytics
2. Working on data models, AI, ML, deep learning, NLP and IoT
3. Working on Python, its libraries, and advanced programming tasks
4. Working on data cleaning, data transformation, etc.
5. Working on pythons data visualization library like matplotlib and seaborn.
Job Type: Part-time
Part-time hours: 20 per week
Salary: ₹1,000.00 per month
Education:
Bachelor's (Preferred)
Speak with the employer
+91 9322279625
Application Deadline: 22/03/2023
Expected Start Date: 25/03/2023
Hiring Insights
Hiring 10+ candidates for this role
Job activity
Employer reviewed job 2 days ago
Posted 18 days ago",-1,Jainsim Technology,"Nagpur, Maharashtra",[],['Part-time']
Data Scientist,-1,"Techvantage Analytics, a product engineering company that builds first-of-its-kind AI-centric products is looking for Data Scientist.


What we are looking from an ideal candidate?


Key Responsibilities

You need to be a thinker. We are looking for a very curious Lead data scientist who enjoys a deep dive into the raw data to help figure out the right set of questions and find the answers to those questions.
You need to be a doer. You will be responsible for data cleansing, transformation, and creating predictive models and classifiers.
You need to be ambitious. You must be passionate about applying mathematical modeling to solve real-world problems.
You need to be smart and build smart products. A big part of this job is about creating actionable insights for our customers and the business using machine learning and statistical techniques.
Translate analytic insights into concrete, actionable recommendations for business or product improvement.
Design and build Machine Learning, Deep Learning and NLP, infrastructure, models, and applications to generate scalable and high- performance Prediction, Evaluation, Recommendation, anomaly detection, bots, sentiment insights, and ontologies from structured/unstructured Big Data and domain rules.
Determine the best AI technique for a particular customer problem in any industry domain and apply, learn, and adapt.


Preferred Skills:


What skills do you need?


A big part of this job is about creating actionable insights for our customers and the business using machine learning and statistical techniques.
Minimum 2+ year’s experience in building models with Computer Vision, NLP.
Should be strong in Probability, Statistics, Optimization, Calculus, General Math.
Experience with some or all of the following: data mining, predictive modeling, statistics, experimental design, computational analytics, econometric modeling, data visualization.
Hands-on experience in feature engineering and building scalable machine learning algorithms.
Prior experience in handling large volumes of unstructured data with high diversity.
Excellent client management skills.
B.Tech /MS/ M.Tech or Ph.D. in Computer Science, Machine Learning, AI, or related field.
Prior experience with start-up environment preferred is a plus.

Limited front row seats are available. If you fit the description, do not hesitate to submit your resume at jobs@techvantagesystems.com. This is the job for you! - See you soon at Techvantage!
Hiring Insights
Job activity
Posted 30+ days ago",-1,Techvantage Systems,"Thiruvananthapuram, Kerala",[],N/A
Data Scientist,-1,"Job details
Job Type
Full-time
Qualifications
Total work: 1 year (Preferred)
Full Job Description
The required skills are : Graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics.. Need Strong mathematical background (calculus, linear algebra, probability and statistics). Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script
Position Type : Permanent
Qualification : Any Graduate degree with analytics
Experience : 2 - 4 Yrs Salary
Package : Attractive Salary Package
Location : Calicut, Kerala, India Recruitment
Process : Technical Interview & HR interview
Job Type: Full-time
Schedule:
Day shift
Ability to commute/relocate:
Cannanore, Kerala: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Preferred)
Hiring Insights
Hiring 2 candidates for this role
Job activity
Employer reviewed job 6 days ago
Posted 30+ days ago",-1,SUMMIT SOLUTIONS,"Cannanore, Kerala",[],['Full-time']
Sr. Data Scientist,-1,"Job details
Benefits & Perks
Work from home, Health insurance, Leave encashment
Job Type
Full-time
Benefits
Pulled from the full job description
Health insurance
Leave encashment
Work from home
Full Job Description
Job Title : Sr. Data Scientist
Created on: 13/01/2022
Job Req Id: : Sr_Data_Scientist
AHMEDABAD (HYBRID)
Recruitment SMART is a London (UK) based company who is an expert in Artificial Intelligence and Machine Learning technologies and has developed ""Sniper AI"" in partnership with leading researchers at Carnegie Melon University, Sniper AI is a game-changing technology that uses machine learning to match CVs to job specifications at blinding speed and with stunning accuracy.
https://recruitmentsmart.com

Sr. Data Scientist
Statistical Analyst & Machine Learning Engineer

We require professionals who are having knowledge of following skills:
Key Skills:
1. Python language
2. Statistical & Mathematical Modeling
3. Data mining
4. Understanding of the Business logic
5. Machine Learning & Artificial Intelligence

About the Role:
The Data Science team is currently seeking a Data Scientist to join our dynamic organization. This person will make key contributions to the development and improvement of existing products functionalities with regard to predictive analytics (Machine Learning, Data Mining, Artificial Intelligence) and contribute to the enhancement of solutions and of their market value. This person will be involved in the new Big Data initiatives within the company. This person is expected to be comfortable working with large real-life datasets, contributing to research and other internal initiatives as a software engineer as well as a predictive modeler with knowledge and experience in applied statistics, machine learning, artificial intelligence or data mining.
What you will do:
Develop, implement and integrate data mining and machine learning algorithms, arising from the research process, into the products.
Collaborate with internal product development teams both on-shore and offshore.
Execute and analyze quantitative experiments to characterize expected and actual algorithm performance.
Improve algorithms to ensure the high quality and efficiency standards required by all solutions
Conduct ad-hoc analyses and studies as directed by management on priority projects.
Conduct design and code reviews.
Required Skills:
4+ years of experience with Data Science, Machine Learning & Artificial Intelligence.
PhD or Master degree in Computer Science, Data Mining, Machine Learning, Engineering, or other relevant technical fields.
Strong proficiency working with relational databases and ability to write SQL queries.
Hands-on data analysis experience.
Excellent written and communications skills in English
Employment Type: Full Time
Work Location: Ahmedabad (Currently work from home until further instructions)

Benefits of Working in Recruitment Smart:
Hybrid Work Model & 5 Days Working
Rewards & Recognition
Family Medical Insurance
International Onsite Opportunities
Leave Encashment
Maternity & Paternity Leave
Hiring Insights
Job activity
Posted 30+ days ago",-1,Recruitment Smart,"Hybrid remote in Ahmedabad, Gujarat","['Work from home ', 'Health insurance ', 'Leave encashment']",['Full-time']
Data Scientist,-1,"Location: Bangalore
Skill Sets:
Strong learning acumen
Team Player
High sense of ownership
Ability to work in a fast-paced and deadline driven environment
Passion for technology
Highly skilled at Data Interpretation
Problem solver

Responsibilities:
Hypothesis testing, insights generation, root cause analysis, factor analysis
Statistical model (predictive & prescriptive) development using various statistical methods
Familiar with Machine learning techniques/algorithms
Test/train the model, Improve Model accuracy, Execute & Monitor model performance, prepare reports based on the results of the analysis
Data Extraction from various platforms such as SQL/Big Data Platform/Google CP, Dataset Preparation (creation of base data, aggregation, transformation), performing EDA

Qualifications:
Experience with data analysis/Modelling
Postgraduate with Engineering Background
Hands on exposure of machine learning concepts and algorithms
Must be fluent with any one of these Python, R or Java
Strong in statistical & machine learning concepts
Knowledge of Python Libraries – Scipy, Numpy, Pandas, IPython, Scikit-learn, Tensor-flow, Keras, Theano etc.
Strong Python skills for data wrangling / analysis / visualization / modeling
Experience with distributed big data processing (PySpark, Jupyter, Linux, AWS)
Deployed at least one industrial project using supervised / unsupervised machine learning
Hiring Insights
Job activity
Posted 30+ days ago",-1,Bharat Light & Power,"Bengaluru, Karnataka",[],N/A
Data Scientist,-1,"Looking for payments professionals across a range of roles for our Payments Platform Business as we plan our expansion into Middle East, Africa & ASEAN markets. Locations in India, UAE & ASEAN .
Send your profiles for outside India to hemaliv@fss.co.in / for opportunities within India send it careers@fss.co.in

Work Experience
2-3 years
Job brief
At the FSS Data Platform & Intelligence team we are looking for experienced Data Scientist who will help us re-invent the way we create transparent, industry leading payment products. A role with this team means building scalable data science products in support of the ever-changing financial services landscape. You will have exposure to large datasets, wide & mixed data , feature engineering and transformation, statistical & AI model development. In this role, you will contribute to the design, development and deployment of analytic models. We are looking for creative problem-solver who discovers hidden patterns in the data and trends by experimenting with various machine learning techniques and find innovative solutions to our customer’s problems.
Who we are?
Payments and settlements are the backbone of any economy, and India has been rapidly leapfrogging from a country where cash is king to a new digitally native India that prefers to transact digitally. However, the legacy infrastructure that powers banks today is struggling to keep pace. With design-heavy architectures, disconnected interfaces, and clunky integrations, these systems are unable to economically scale-up in the face of rising demand for financial services from India’s unbanked masses.
FSS is on a mission to democratize access to financial services for 1.3 billion Bharatvasis by decoupling financial services from the legacy systems that restrict their distribution. Just like Amazon solves for the distribution of physical goods, FSS is creating the underlying digital infrastructure that will solve for the distribution of all digitally manufactured and consumed products. Having successfully led the digitization of banking in India over the past three decades, we are uniquely poised to create this game-changing digital platform. Our platform will not only be the launchpad for scores of indigenous experiments that will become the unicorns of tomorrow but will also spark-off a disruption across digital transactions, starting with financial services.
A day in the role will look like:
Collaborate with domain experts, formulate questions, gather, process and analyze bigdata to unearth reliable insights
Design & execute experiments and analyze experimental results
Ability to develop and deploy scalable and reproducible data science models for answering variety of business problems
Partner with data engineering teams to improve quality of data assets, metrics and insights
Communicate insights effectively to audience of a wide range of backgrounds
Leverage industry best practices to establish repeatable science practices, principles & processes like DevOps, MLOps, CI-CD
You will be a great fit if
Strong knowledge in Python, SQL and Spark.
Good working Knowledge of Mathematical and statistical concepts
Should have experience in developing and deploying Machine learning & Deep learning models
Must have good knowledge on Datawarehouse concepts and data modelling
Ability to creatively solve business problems, experiment with new approaches as and where required
Experience in working with agile teams
Experience in BFSI (Banking and Financial services background) is desirable
Educational Qualification that you will have:
Graduate degree in Engineering/Statistics or any other equivalent degree.
Location
Bangalore/Chennai/Mumbai/Kolkata
Hiring Insights
Job activity
Posted 30+ days ago",3.8,Financial Software & Systems (FSS),"Bengaluru, Karnataka",[],N/A
Machine learning Engineer,-1,"Job details
Job Type
Full-time
Full Job Description
Hyderabad, Telangana | Full Time

We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying
Responsibilities
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Managing available resources such as hardware, data, and personnel so that deadlines are met
Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
Verifying data quality, and/or ensuring it via data cleaning
Supervising the data acquisition process if more data is needed
Finding available datasets online that could be used for training
Defining validation strategies
Defining the preprocessing or feature engineering to be done on a given dataset
Analyzing the errors of the model and designing strategies to overcome them
Deploying models to production
Skills
Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas
Expertise in visualizing and manipulating big datasets
Proficiency with OpenCV
Ability to select hardware to run an ML model with the required latency
Hiring Insights
Job activity
Posted 30+ days ago",4.7,Anblicks,"Hyderabad, Telangana",[],['Full-time']
Machine Learning/Artificial Intelligence,-1,"Job details
Job Type
Full-time
Full Job Description
Understand the latest industrial developments in AI/ML
Ability to translate requirements into design specifications and experience in developing design documents
Build data ingest and data transformation infrastructureIdentify transfer learning opportunities and new training datasets.
Build AI models from scratch and help product managers and stakeholders understand results.
Should have understanding on conversational AI and related platforms like Dialogflow, Microsoft Azure bot Services, IBM Watson, Rasa stack
Desired Candidate Details
A good programming and problem-solving spirit.
Work experience in NLP and NLU techniques
Hands on experience in supervised machine techniques and algorithms, such as GLM, Linear regression,
Hands on experience in unsupervised machine learning techniques and algorithms, such as various clustering algorithms, dimensionality reduction techniques.
Hands on development experience in Java/Javascript/Python/C# (Min. 3 yrs.)
A high level of attention to detail, excellent follow through, and reliability
Working knowledge with cloud platforms such as AWS, Azure
Optional proficiency in using Databases such as MYSQL and Mongo DB
Key Skills
machine learning
python
bot
artificial intelligence
java
problem solving
Analytics

Job Details
Job Type: Full Time
Location:
Salary: As per industry standards
Experience: 4+
Education: Any Graduate
Hiring Insights
Job activity
Posted 30+ days ago",3.8,Maveric Systems,India,[],['Full-time']
Data Science Faculty,-1,"Job details
Job Type
Full-time
Qualifications
Total work: 1 year (Preferred)
Full Job Description
Job Description: Data Science Faculty
Skills Required: Data Science, Artificial Intelligence, Machine Learning, Python, Deep learning,
Strong knowledge of Python.
Understand multiple analytical functions.
Qualification: Any Degree
Work exp: minimum 1 year
Employment Type: Full Time, Permanent
Contact Number: 9248753098
Job Type: Full-time
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
Visakhapatnam, Andhra Pradesh: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 1 year (Preferred)
Speak with the employer
+91 9248753098
Hiring Insights
Hiring 1 candidate for this role
Job activity
Employer reviewed job 3 days ago
Posted 10 days ago",-1,Millennium Software Solutions Pvt. Ltd.,"Visakhapatnam, Andhra Pradesh",[],['Full-time']
